video_id,cohort_id,views_6h,likes_6h,comments_6h,views_24h,likes_24h,comments_24h,views_log,likes_log,comments_log,viral_score,viral
c8ksB0mVzPU,cohort1,425525,21249,363,792796,30114,453,13.583322477934248,10.312778665477822,6.118097198041348,11.85563680620803,1
kxOtnzuYHo0,cohort1,36206,155,0,46306,200,0,10.743048416551554,5.303304908059076,0.0,8.036820522348656,1
ODYlII65Ezg,cohort1,34924,213,1,37364,219,1,10.52848971636439,5.393627546352362,0.6931471805599453,8.004496811780337,0
tI67adV3pXY,cohort1,32097,287,0,32777,298,0,10.397512837623772,5.700443573390687,0.0,7.948640774591469,0
GB92jfG0Aww,cohort1,22917,581,28,73757,1340,43,11.208544742895397,7.201170883281678,3.784189633918261,9.263897074113569,1
Bl66lNBD-U4,cohort1,20548,335,1,30315,398,1,10.31943090493192,5.988961416889864,0.6931471805599453,8.057661686082104,1
jaIQWlDTLUY,cohort1,125988,2415,3,238553,3939,6,12.382350978776843,8.27893600229198,1.9459101490553128,10.107682402859231,1
iVnxwkHDD3Q,cohort1,22458,566,28,37126,709,31,10.522099746707823,6.565264970035361,3.4657359027997265,8.629412929315276,1
n22uDbchZYs,cohort1,36324,152,0,39403,166,0,10.58162261297557,5.117993812416755,0.0,7.884371711510369,0
LEIgQtVwJGk,cohort1,28153,640,4,36057,709,4,10.492884032102143,6.565264970035361,1.6094379124341005,8.426253701515304,1
6vaEALEbKmo,cohort1,33497,164,1,35171,171,1,10.468005590498892,5.147494476813453,0.6931471805599453,7.894366415399365,0
hB6WnL80HNI,cohort1,19521,772,11,21097,820,11,9.956933528241754,6.710523109452428,2.4849066497880004,8.23580771475958,1
2A4C6Dpiod4,cohort1,52880,199,1,58230,238,2,10.972173137962086,5.476463551931511,1.0986122886681098,8.336104177223515,1
ncSecGdH7rg,cohort1,39050,941,5,65508,1406,7,11.089942816764353,7.249215057114389,2.079441541679836,9.036674361360912,1
dVXQazWGqVQ,cohort1,33419,193,0,1244978,4190,11,14.034629220268808,8.340694647925071,2.4849066497880004,11.171476591517607,1
GElOK8JXlXI,cohort1,30508,504,6,59651,929,9,10.996282955882672,6.835184586147301,2.302585092994046,8.878583658673199,1
-tccKyTazdw,cohort1,23296,125,0,31861,182,0,10.36916935613284,5.209486152841421,0.0,7.78434745953213,0
GVir39PsE6g,cohort1,22550,79,1,31184,77,1,10.347692488960224,4.356708826689592,0.6931471805599453,7.584942859439006,0
9PjbZzKVdZw,cohort1,28138,179,0,30456,190,0,10.324071131775993,5.25227342804663,0.0,7.770124707479584,0
w8znJO6mWXc,cohort2,213439,1964,4,853296,3882,8,13.656862948756162,8.264363329731667,2.19722457733622,10.89314922590682,1
7YLMkOfd7F0,cohort2,83137,435,3,101831,492,4,11.53107967555027,6.20050917404269,1.6094379124341005,8.939744348786379,1
11cHbsqnFos,cohort2,206374,708,7,240422,824,7,12.390155150943608,6.715383386334681,2.079441541679836,9.656652260634552,1
SqpDw2nNBm0,cohort2,37905,1085,2,47576,1324,3,10.770104730166713,7.1891677384203225,1.3862943611198906,8.757442595738112,1
m75AZ0rapz8,cohort2,66948,2155,43,142624,4054,98,11.867974087164376,8.307705966549513,4.59511985013459,10.072608227276937,1
9OHJuaecqkc,cohort2,57737,911,18,306519,5003,81,12.63303828508434,8.517992871586802,4.406719247264253,10.575892757253069,1
t6iOhN7P3j0,cohort2,31203,333,10,36101,466,10,10.494103544448407,6.1463292576688975,2.3978952727983707,8.38015043124955,1
kwLUVYZALDs,cohort2,38269,297,0,100533,508,0,11.518251257725575,6.2324480165505225,0.0,8.780685159600502,1
nGmwS0r_MrI,cohort2,40311,91,3,76091,139,3,11.239698413488032,4.941642422609304,1.3862943611198906,8.364941210987599,1
QyyKZYnD7pw,cohort2,22156,1230,20,103759,3030,38,11.549835818990326,8.016647877057803,3.6635616461296463,9.701252019124501,1
Kp3gEkzeNNg,cohort2,85949,2471,103,157387,4478,190,11.96646937317728,8.4071550862073,5.25227342804663,10.22725549257322,1
DZEfFdbb1SE,cohort2,9714,554,17,16418,797,20,9.706194479812028,6.682108597449809,3.044522437723423,8.132801510894502,1
5qsrCRPpxbk,cohort2,12609,44,24,55212,163,75,10.918953711784086,5.099866427824199,4.330733340286331,8.514405489446343,1
mt29cU4uI-g,cohort2,64046,1968,15,128252,3295,18,11.761760154572295,8.100464891029363,2.9444389791664403,9.78163945796883,1
fh7vCfaVwno,cohort2,71818,4619,61,172994,8961,114,12.061017971328148,9.100748695346088,4.74493212836325,10.44132860423704,1
gqK8TggkzfI,cohort2,18401,24,3,33836,44,5,10.429310157308027,3.80666248977032,1.791759469228055,7.578760788238718,0
gv9ztxapyL0,cohort2,28618,36,7,95317,80,12,11.464973949037036,4.394449154672439,2.5649493574615367,8.453814051570108,1
62WigB3G_Pk,cohort2,29585,27,1,58575,31,1,10.978080335360016,3.4657359027997265,0.6931471805599453,7.695883690111922,0
m9UnGE7ykOY,cohort2,23467,1542,19,37603,2357,30,10.534865706698442,7.765569081097317,3.4339872044851463,8.993988868796775,1
XdSG7DA6EOg,cohort2,10116,46,0,26166,70,0,10.172254353874754,4.262679877041316,0.0,7.382156575437247,0
0R28PVc8qh0,cohort2,39340,3155,183,101098,5928,290,11.52385551376281,8.687610843707368,5.673323267171493,10.087928888087045,1
PfkNba1O6ec,cohort2,11191,52,0,17837,83,0,9.789086292226152,4.430816798843313,0.0,7.202696814988685,0
5JKuVN3L7mc,cohort2,17808,31,4,18787,31,4,9.840973647146884,3.4657359027997265,1.6094379124341005,7.105248750371458,0
8jwQIV2UwbM,cohort2,15330,38,0,18760,45,0,9.83953552604361,3.828641396489095,0.0,7.052313734572895,0
BczMFhe-MLM,cohort2,20744,863,45,42805,1648,60,10.664433558660509,7.407924322559599,4.110873864173311,9.032124818381515,1
2tp29gpaRWU,cohort2,29898,135,0,89321,324,0,11.400003097105111,5.783825182329737,0.0,8.575149412961988,1
TAlkqlnakh0,cohort2,17722,48,1,20439,54,1,9.92524904431764,4.007333185232471,0.6931471805599453,7.226664100216319,0
3f6ZNPbl5jk,cohort2,7787,127,0,19091,239,2,9.857024678125788,5.480638923341991,1.0986122886681098,7.668267712744881,0
OZH7YBNTz4M,cohort2,13785,87,2,16053,0,2,9.683713318691522,0.0,1.0986122886681098,5.920089220081724,0
ZysGncmQPeU,cohort2,9954,17,5,13898,21,6,9.53957217408476,3.091042453358316,1.9459101490553128,6.845647055363882,0
vDXsOkdFqDk,cohort2,6401,40,2,12633,63,2,9.444146871458646,4.158883083359672,1.0986122886681098,7.0240142767499005,0
T9uMCRuDc_k,cohort2,6895,42,0,10443,62,1,9.25378292981902,4.143134726391533,0.6931471805599453,6.864524893864866,0
9m8pt3EBtc0,cohort2,9998,8,2,22835,9,4,10.036093517084147,2.302585092994046,1.6094379124341005,6.873375429392111,0
9DAO0ESJKcc,cohort2,4117,56,4,14235,152,8,9.563529246630084,5.030437921392435,2.19722457733622,7.466971382129403,0
sEpUpn00RbY,cohort2,46429,122,0,49408,133,0,10.807887872816934,4.897839799950911,0.0,7.954084663675434,0
CL-33_0cc6k,cohort2,11914,139,2,19696,222,3,9.888221618865694,5.407171771460119,1.3862943611198906,7.693713938869441,0
9-0rCG2UuDA,cohort2,8287,20,0,10008,24,0,9.21123996721902,3.218875824868201,0.0,6.492406727791872,0
9Wj5am9s5U8,cohort2,13619,215,3,19431,285,4,9.874676470682008,5.655991810819852,1.6094379124341005,7.78254721689857,0
KptiqNWaoxc,cohort2,3888,48,5,5856,69,5,8.675392806089782,4.248495242049359,1.791759469228055,6.658960203191482,0
5nkyl-TlJhg,cohort2,5687,166,2,9499,274,2,9.159047077588632,5.616771097666572,1.0986122886681098,7.290320804719962,0
3DhM40l_UT8,cohort2,5826,38,3,6991,66,8,8.852521917335372,4.204692619390966,2.19722457733622,6.792643393952134,0
g3nC6ah4Jeo,cohort2,73789,1414,0,411801,3860,9,12.9282979302906,8.258681496264236,2.302585092994046,10.464841716353035,1
