video_id,published_at,cohort_time
7zGi37_Mo-M,2026-05-14T05:34:14Z,2026-05-14 07:59:23.248635
MyFNOo1_GKg,2026-05-13T21:00:20Z,2026-05-14 07:59:23.248637
6iGOhNr9-Ko,2026-05-14T04:36:49Z,2026-05-14 07:59:23.248638
kYjC2EAQMaE,2026-05-13T20:00:33Z,2026-05-14 07:59:23.248639
3nxJt1ticUA,2026-05-13T20:36:00Z,2026-05-14 07:59:23.248641
WouyFAMASzY,2026-05-13T20:15:26Z,2026-05-14 07:59:23.248642
c9W2QvR2R3s,2026-05-13T20:55:47Z,2026-05-14 07:59:23.248643
R4Q86Hhs9zE,2026-05-13T19:59:23Z,2026-05-14 07:59:23.248644
yMlw2IrGlIo,2026-05-14T00:00:28Z,2026-05-14 07:59:23.248646
FMRGBRCqg_s,2026-05-13T22:06:44Z,2026-05-14 07:59:24.033324
c9W2QvR2R3s,2026-05-13T20:55:47Z,2026-05-14 07:59:24.033329
R4Q86Hhs9zE,2026-05-13T19:59:23Z,2026-05-14 07:59:24.033331
yMlw2IrGlIo,2026-05-14T00:00:28Z,2026-05-14 07:59:24.033332
TgVHw74SKAI,2026-05-14T01:12:51Z,2026-05-14 07:59:24.033334
RnOwfKZvffw,2026-05-13T20:00:15Z,2026-05-14 07:59:24.033335
GqcfZHiXJMA,2026-05-14T00:24:14Z,2026-05-14 07:59:24.033336
IRjofNhuNeQ,2026-05-13T20:09:12Z,2026-05-14 07:59:24.033338
0EmFi6I4qkQ,2026-05-14T00:34:00Z,2026-05-14 07:59:24.033339
f5eSl4dosW8,2026-05-13T21:16:52Z,2026-05-14 07:59:24.033340
W2VbetxSgcg,2026-05-13T20:28:27Z,2026-05-14 07:59:24.033342
nCmDTuykDNE,2026-05-13T22:14:00Z,2026-05-14 07:59:24.033343
pIXV1-kNi2c,2026-05-13T20:31:18Z,2026-05-14 07:59:24.033344
CozvUZg2uBg,2026-05-13T19:59:24Z,2026-05-14 07:59:24.033346
PCLJT8XxKe8,2026-05-13T20:57:37Z,2026-05-14 07:59:24.033347
wj4MXY7tMnI,2026-05-13T20:30:31Z,2026-05-14 07:59:24.033348
x-uMJCmzyL4,2026-05-13T21:28:31Z,2026-05-14 07:59:24.033350
wtiK8FpQLs8,2026-05-13T23:20:00Z,2026-05-14 07:59:24.033351
6BIPEdM8MY8,2026-05-14T01:30:07Z,2026-05-14 07:59:24.033352
Cjn-3BYO3rY,2026-05-14T00:08:33Z,2026-05-14 07:59:24.033354
vUL-pF-Lp6Q,2026-05-13T20:44:04Z,2026-05-14 07:59:24.033355
JZDMT_gjetA,2026-05-13T20:33:12Z,2026-05-14 07:59:24.033356
C23ATAn5M3U,2026-05-13T21:05:19Z,2026-05-14 07:59:24.033358
rbAvc2bNelQ,2026-05-13T20:20:06Z,2026-05-14 07:59:24.033359
6HsbJ7z5ctI,2026-05-13T20:14:42Z,2026-05-14 07:59:24.033360
hAtKWR-1pEs,2026-05-13T23:53:13Z,2026-05-14 07:59:24.033362
NCdoTXYsP_A,2026-05-14T00:19:59Z,2026-05-14 07:59:24.033363
Vb5RADCkce8,2026-05-13T21:01:07Z,2026-05-14 07:59:24.033364
0snHIFYRrOo,2026-05-14T00:00:25Z,2026-05-14 07:59:24.033366
1U_B9mn_pzk,2026-05-13T20:28:16Z,2026-05-14 07:59:24.033367
wwfWbtGt4T8,2026-05-13T20:45:21Z,2026-05-14 07:59:24.033368
ZtyawLxEZpI,2026-05-13T22:00:01Z,2026-05-14 07:59:24.033369
VpfZv0CsRoA,2026-05-13T22:00:29Z,2026-05-14 07:59:24.033371
gCGWzckiahI,2026-05-13T21:51:57Z,2026-05-14 07:59:24.033373
Vev-BMcXHho,2026-05-13T23:15:34Z,2026-05-14 07:59:24.033374
pggjv6EZRu4,2026-05-13T20:25:26Z,2026-05-14 07:59:24.033376
tThXHX6KekA,2026-05-13T20:30:33Z,2026-05-14 07:59:24.033377
UMdUjZomNsU,2026-05-13T20:30:01Z,2026-05-14 07:59:24.033378
eKzb1RKYSUM,2026-05-13T20:23:17Z,2026-05-14 07:59:24.033380
JgqiD7TKJX4,2026-05-13T20:29:34Z,2026-05-14 07:59:24.033381
OYCSDuV3_fY,2026-05-14T00:30:08Z,2026-05-14 07:59:24.033383
uuRSIghKJ8s,2026-05-13T20:15:17Z,2026-05-14 07:59:24.033384
tVVN5rfFcpI,2026-05-13T23:30:12Z,2026-05-14 07:59:24.033386
Xv9DUx1NoDw,2026-05-14T06:30:23Z,2026-05-14 07:59:24.033388
VBJoaZXapAg,2026-05-14T00:19:09Z,2026-05-14 07:59:24.033389
UHoU2jGoHiY,2026-05-13T21:10:12Z,2026-05-14 07:59:24.033390
QcBLVviuFns,2026-05-13T21:06:14Z,2026-05-14 07:59:24.033392
fRv8KKbyPNQ,2026-05-14T02:22:09Z,2026-05-14 07:59:24.033394
M7KyduM8WA4,2026-05-13T20:06:30Z,2026-05-14 07:59:24.033396
y89mRR2jby4,2026-05-13T21:01:02Z,2026-05-14 07:59:24.033397
1109gqO5oGo,2026-05-13T20:00:04Z,2026-05-14 07:59:34.784184
oFmD2PbIftA,2026-05-14T02:30:40Z,2026-05-14 07:59:34.784192
FIjlwByE538,2026-05-13T21:37:06Z,2026-05-14 07:59:34.784194
KvcxuhWbbSA,2026-05-14T01:00:39Z,2026-05-14 07:59:34.784195
8nzSD5N2ip8,2026-05-14T02:26:17Z,2026-05-14 07:59:34.784197
Xg8JvTyeWx0,2026-05-14T01:46:04Z,2026-05-14 07:59:34.784198
Y1_yTNuyqHQ,2026-05-14T02:51:18Z,2026-05-14 07:59:34.784200
WyBG1FZf648,2026-05-14T01:29:44Z,2026-05-14 07:59:34.784204
VUFud-jmMz8,2026-05-14T01:55:31Z,2026-05-14 07:59:34.784205
q19jN8Tq9E0,2026-05-14T02:52:54Z,2026-05-14 07:59:34.784207
Q_yg2CxvGlw,2026-05-14T00:00:22Z,2026-05-14 07:59:34.784208
zHkcFTFmKyY,2026-05-13T20:47:16Z,2026-05-14 07:59:34.784210
0yOf48MRCIY,2026-05-14T02:35:00Z,2026-05-14 07:59:34.784211
rGU3yh7lpZk,2026-05-14T05:30:27Z,2026-05-14 07:59:34.784212
pYcZ9vZFrxM,2026-05-14T00:00:55Z,2026-05-14 07:59:34.784213
R-R6W9GHMRk,2026-05-13T20:02:32Z,2026-05-14 07:59:34.784214
IGpatKX-31M,2026-05-13T20:59:27Z,2026-05-14 07:59:34.784216
OwLH9rBDov0,2026-05-14T02:44:20Z,2026-05-14 07:59:34.784217
YEpIh5Yxokw,2026-05-14T01:03:11Z,2026-05-14 07:59:34.784218
NXBTs29o9Gg,2026-05-14T00:30:16Z,2026-05-14 07:59:34.784220
gJA5y-IMAjY,2026-05-14T02:30:22Z,2026-05-14 07:59:34.784221
txBVIsLzQWw,2026-05-14T00:00:49Z,2026-05-14 07:59:34.784222
8jkuLdsL4oo,2026-05-13T20:49:19Z,2026-05-14 07:59:34.784223
L3xEAoyytak,2026-05-14T02:33:00Z,2026-05-14 07:59:34.784224
CU3tv6GxuBE,2026-05-13T23:30:04Z,2026-05-14 07:59:34.784225
M4cS4JpUi3o,2026-05-14T02:32:00Z,2026-05-14 07:59:34.784227
el22dLXLTu4,2026-05-14T01:00:37Z,2026-05-14 07:59:34.784228
jZgiOKhWpU0,2026-05-14T00:00:47Z,2026-05-14 07:59:34.784229
rMXdW6EVyBM,2026-05-13T20:35:52Z,2026-05-14 07:59:34.784230
VU32Dbqwv6A,2026-05-13T21:25:14Z,2026-05-14 07:59:34.784231
cboM6w8VVoM,2026-05-13T21:06:47Z,2026-05-14 07:59:34.784233
Dym9-kWiInM,2026-05-13T23:00:35Z,2026-05-14 07:59:34.784235
cvQicVgPqTI,2026-05-14T04:19:07Z,2026-05-14 07:59:34.784236
-FrE6TbNvQc,2026-05-14T02:00:00Z,2026-05-14 07:59:34.784237
zj_mYNB7Jlg,2026-05-13T20:23:32Z,2026-05-14 07:59:34.784239
frzMrzw_pDQ,2026-05-14T04:12:54Z,2026-05-14 07:59:34.784240
Q1uudWcokRo,2026-05-13T21:00:26Z,2026-05-14 07:59:34.784241
J4DbUap0BZg,2026-05-13T20:55:01Z,2026-05-14 07:59:34.784242
m2WKhTH5EFk,2026-05-14T05:27:16Z,2026-05-14 07:59:34.784243
hK_MNZuuGeY,2026-05-14T03:20:21Z,2026-05-14 07:59:34.784245
zk8w4Dya8_g,2026-05-14T00:15:08Z,2026-05-14 07:59:34.784247
s_xsGqyAzpI,2026-05-14T02:04:56Z,2026-05-14 07:59:34.784248
4EQwN_0F4-E,2026-05-14T03:47:41Z,2026-05-14 07:59:34.784249
1JveZuqNmRI,2026-05-14T01:30:03Z,2026-05-14 07:59:34.784250
jVst40VuzDA,2026-05-14T00:00:46Z,2026-05-14 07:59:34.784251
p-meA4uy4eE,2026-05-14T00:24:52Z,2026-05-14 07:59:34.784252
nPdZiCG5l8E,2026-05-14T02:37:49Z,2026-05-14 07:59:34.784253
DQ0PfQ4dZH8,2026-05-14T03:51:37Z,2026-05-14 07:59:34.784255
waw_egstnZE,2026-05-13T20:00:44Z,2026-05-14 07:59:34.784256
Su1QwBXmj6w,2026-05-13T22:56:07Z,2026-05-14 07:59:34.784257
VxJWnTcsXeE,2026-05-14T05:19:13Z,2026-05-14 07:59:35.391063
W7ywyXGSi7E,2026-05-14T01:20:00Z,2026-05-14 07:59:35.391068
pVnKfsgQMmw,2026-05-14T04:35:13Z,2026-05-14 07:59:35.391071
yOmoEWmAy58,2026-05-14T05:30:22Z,2026-05-14 07:59:35.391074
RiXmHyCW7Mo,2026-05-14T05:05:07Z,2026-05-14 07:59:35.391076
U6j8_ZHO5k0,2026-05-13T22:02:17Z,2026-05-14 07:59:35.391078
ss-MMlWVrLY,2026-05-14T04:23:05Z,2026-05-14 07:59:35.391080
0XBme2bWQi0,2026-05-13T21:00:01Z,2026-05-14 07:59:35.391083
DhWH-XRwmy4,2026-05-13T21:30:02Z,2026-05-14 07:59:35.391086
BQq9EnmSFGI,2026-05-14T04:37:10Z,2026-05-14 07:59:35.391088
-Ehr7b7ljds,2026-05-13T22:38:38Z,2026-05-14 07:59:35.391090
UFzE0aPrFJ0,2026-05-14T04:08:30Z,2026-05-14 07:59:35.391092
olBXTQxAnKk,2026-05-14T04:38:06Z,2026-05-14 07:59:35.391094
TeS-6k_BWa0,2026-05-14T02:00:59Z,2026-05-14 07:59:35.391097
h6kAY7B-WwE,2026-05-13T22:00:58Z,2026-05-14 07:59:35.391099
pyMNhJXOJOI,2026-05-14T03:00:49Z,2026-05-14 07:59:35.391102
yDVbCPNFz_U,2026-05-14T03:40:39Z,2026-05-14 07:59:35.391105
rVM522pWfQE,2026-05-13T21:15:59Z,2026-05-14 07:59:35.391107
OEhZ0FvfKeE,2026-05-13T20:18:38Z,2026-05-14 07:59:35.391109
SnS_QqS1rRI,2026-05-14T03:09:47Z,2026-05-14 07:59:35.391111
tGBI-X5GdtM,2026-05-13T20:30:00Z,2026-05-14 07:59:35.391113
6WANHvHT1mI,2026-05-14T04:57:20Z,2026-05-14 07:59:35.391115
uzfOQydNpJs,2026-05-14T00:37:35Z,2026-05-14 07:59:35.391117
t92n8bszngs,2026-05-14T04:30:25Z,2026-05-14 07:59:35.391120
v7dFdqvElTE,2026-05-14T01:55:01Z,2026-05-14 07:59:35.391122
B7IpuDdlFgo,2026-05-14T03:00:10Z,2026-05-14 07:59:35.391124
qJrrNqmdFIM,2026-05-14T03:04:33Z,2026-05-14 07:59:35.391126
