video_id,views,likes,comments,tracked_at,cohort_id
N51SyUqi1Ww,4197,41,0,2026-05-14 08:05:26.877501,cohort3
r6d_yvGCkdE,2574,37,6,2026-05-14 08:05:26.877501,cohort3
c8bCRfz9mwM,3857,25,10,2026-05-14 08:05:26.877501,cohort3
EzyDbu-KYXs,3469,168,14,2026-05-14 08:05:26.877501,cohort3
LgcXsJEilDo,5233,159,1,2026-05-14 08:05:26.877501,cohort3
1QG6FjY2AEs,14986,677,64,2026-05-14 08:05:26.877501,cohort3
LWcdv8IfI5c,8260,633,3,2026-05-14 08:05:26.877501,cohort3
Q8Sc_05ajBo,3910,33,0,2026-05-14 08:05:26.877501,cohort3
QRdOqeBtTZE,2445,84,0,2026-05-14 08:05:26.877501,cohort3
vEomourPKSg,321839,6465,27,2026-05-14 08:05:26.877501,cohort3
28bbsKcpR-U,2739,69,1,2026-05-14 08:05:26.877501,cohort3
a7gmO1BB72A,2295,37,7,2026-05-14 08:05:26.877501,cohort3
IzayoH-c3Y0,14816,544,0,2026-05-14 08:05:26.877501,cohort3
aUzQQScII0E,3099,41,0,2026-05-14 08:05:26.877501,cohort3
uhVzRthZ2y8,1773,0,1,2026-05-14 08:05:26.877501,cohort3
9VcET-JR-l4,3510,0,6,2026-05-14 08:05:26.877501,cohort3
TMEMDflzptE,1176,41,9,2026-05-14 08:05:26.877501,cohort3
W3KnFSGm-is,2258,18,0,2026-05-14 08:05:26.877501,cohort3
Y7hGLH-w1S0,3018,0,10,2026-05-14 08:05:26.877501,cohort3
qdlW6NrC0lY,4154,76,0,2026-05-14 08:05:26.877501,cohort3
kPxIBP_X2Ao,1374,47,5,2026-05-14 08:05:26.877501,cohort3
6kaSRDa_-iE,1229,62,2,2026-05-14 08:05:26.877501,cohort3
fvBKpxS_tLU,1605,41,2,2026-05-14 08:05:26.877501,cohort3
QRXphcwc_zc,1487,32,2,2026-05-14 08:05:26.877501,cohort3
9o0kLocjyeo,1243,22,1,2026-05-14 08:05:26.877501,cohort3
3Zp56JVI4U4,3659,180,6,2026-05-14 08:05:26.877501,cohort3
Yq8G-i9imX8,1841,25,0,2026-05-14 08:05:26.877501,cohort3
GMKsqOkrryc,23572,650,4,2026-05-14 08:05:26.877501,cohort3
6FZ8A43m8Rg,1548,137,4,2026-05-14 08:05:26.877501,cohort3
JdSEetzVY8U,2987,16,0,2026-05-14 08:05:26.877501,cohort3
Co6WstKZoMo,1744,25,0,2026-05-14 08:05:26.877501,cohort3
0y71_9fQuI0,969,20,0,2026-05-14 08:05:26.877501,cohort3
Y_hnAMTtgkE,895,26,0,2026-05-14 08:05:26.877501,cohort3
nkydxta3qlE,1622,12,0,2026-05-14 08:05:26.877501,cohort3
HwgjpETU3kQ,4965,20,0,2026-05-14 08:05:26.877501,cohort3
ClhLO8o5eRo,7979,457,8,2026-05-14 08:05:26.877501,cohort3
OnPBmf2Jvyc,902,12,4,2026-05-14 08:05:26.877501,cohort3
ACFNRfV4l50,1844,12,0,2026-05-14 08:05:26.877501,cohort3
9HK_T7qsR_8,1744,87,4,2026-05-14 08:05:26.877501,cohort3
NU4s4iD5YC0,1834,23,6,2026-05-14 08:05:26.877501,cohort3
GWvG4nX-NHM,1050,49,0,2026-05-14 08:05:26.877501,cohort3
20ZF4aaXqn8,2353,13,1,2026-05-14 08:05:26.877501,cohort3
LzgUtaCtofw,1714,9,0,2026-05-14 08:05:26.877501,cohort3
rrEOxchfbLk,1430,44,7,2026-05-14 08:05:26.877501,cohort3
M7FrPP39lSg,1147,0,3,2026-05-14 08:05:26.877501,cohort3
5m_hVuNUK2Y,2598,10,0,2026-05-14 08:05:26.877501,cohort3
h_P1_Q3sZ1Y,7396,334,3,2026-05-14 08:05:26.877501,cohort3
jgfmmPpHBb0,1572,12,0,2026-05-14 08:05:26.877501,cohort3
i9z19FoOVmc,8015,1125,89,2026-05-14 08:05:26.877501,cohort3
u9lKPGfNOnI,7563,145,0,2026-05-14 08:05:26.877501,cohort3
NFwiUtyFQac,1834,49,2,2026-05-14 08:05:26.877501,cohort3
QVkelJjEnMk,1060,31,0,2026-05-14 08:05:26.877501,cohort3
SeQP9MRmz8o,1877,49,2,2026-05-14 08:05:26.877501,cohort3
FcO0H0qgmCA,1268,44,3,2026-05-14 08:05:26.877501,cohort3
w4cYUu8EOYQ,1565,23,0,2026-05-14 08:05:26.877501,cohort3
j93ssOoHX-A,1176,10,1,2026-05-14 08:05:26.877501,cohort3
CnfbB7fSOF8,1378,25,1,2026-05-14 08:05:26.877501,cohort3
wqkhoaAGTfs,1102,5,0,2026-05-14 08:05:26.877501,cohort3
BiIcQciyVB8,1369,0,0,2026-05-14 08:05:26.877501,cohort3
1r8dwTYGNSk,2507,118,3,2026-05-14 08:05:26.877501,cohort3
ZrXpXQvjcQQ,2450,57,12,2026-05-14 08:05:26.877501,cohort3
Xur7XgOl_yA,965,1,0,2026-05-14 08:05:26.877501,cohort3
u32RFc_9pfM,1377,51,1,2026-05-14 08:05:26.877501,cohort3
lEHEnK1bduA,1047,11,0,2026-05-14 08:05:26.877501,cohort3
5KOpzd0TEy8,1431,16,0,2026-05-14 08:05:26.877501,cohort3
EjcuQGPt1R0,1030,6,0,2026-05-14 08:05:26.877501,cohort3
hbcGLmkW_-o,1194,43,36,2026-05-14 08:05:26.877501,cohort3
AHRoWLpTs1Q,1131,12,0,2026-05-14 08:05:26.877501,cohort3
JUOOcUHYLn0,4329,124,3,2026-05-14 08:05:26.877501,cohort3
41pazsoQsKc,1090,9,0,2026-05-14 08:05:26.877501,cohort3
7zGi37_Mo-M,6222,65,0,2026-05-14 08:05:26.877501,cohort3
MyFNOo1_GKg,11719,67,3,2026-05-14 08:05:26.877501,cohort3
6iGOhNr9-Ko,1239,23,0,2026-05-14 08:05:26.877501,cohort3
kYjC2EAQMaE,1355,44,0,2026-05-14 08:05:26.877501,cohort3
3nxJt1ticUA,2448,4,0,2026-05-14 08:05:26.877501,cohort3
WouyFAMASzY,888,7,0,2026-05-14 08:05:26.877501,cohort3
c9W2QvR2R3s,1224,20,0,2026-05-14 08:05:26.877501,cohort3
R4Q86Hhs9zE,1745,40,1,2026-05-14 08:05:26.877501,cohort3
yMlw2IrGlIo,705,0,0,2026-05-14 08:05:26.877501,cohort3
FMRGBRCqg_s,1447,18,1,2026-05-14 08:05:26.877501,cohort3
TgVHw74SKAI,1103,16,0,2026-05-14 08:05:26.877501,cohort3
RnOwfKZvffw,6130,245,2,2026-05-14 08:05:26.877501,cohort3
GqcfZHiXJMA,4304,53,1,2026-05-14 08:05:26.877501,cohort3
IRjofNhuNeQ,2636,26,0,2026-05-14 08:05:26.877501,cohort3
0EmFi6I4qkQ,2351,108,3,2026-05-14 08:05:26.877501,cohort3
f5eSl4dosW8,2122,253,2,2026-05-14 08:05:26.877501,cohort3
W2VbetxSgcg,1978,98,4,2026-05-14 08:05:26.877501,cohort3
nCmDTuykDNE,1901,81,6,2026-05-14 08:05:26.877501,cohort3
pIXV1-kNi2c,1185,70,4,2026-05-14 08:05:26.877501,cohort3
CozvUZg2uBg,1137,34,9,2026-05-14 08:05:26.877501,cohort3
PCLJT8XxKe8,2778,15,0,2026-05-14 08:05:26.877501,cohort3
wj4MXY7tMnI,914,38,0,2026-05-14 08:05:26.877501,cohort3
x-uMJCmzyL4,1224,12,1,2026-05-14 08:05:26.877501,cohort3
wtiK8FpQLs8,997,22,3,2026-05-14 08:05:26.877501,cohort3
6BIPEdM8MY8,814,38,2,2026-05-14 08:05:26.877501,cohort3
Cjn-3BYO3rY,2052,16,0,2026-05-14 08:05:26.877501,cohort3
vUL-pF-Lp6Q,1344,16,4,2026-05-14 08:05:26.877501,cohort3
JZDMT_gjetA,1798,16,1,2026-05-14 08:05:26.877501,cohort3
C23ATAn5M3U,644,9,1,2026-05-14 08:05:26.877501,cohort3
rbAvc2bNelQ,2647,68,2,2026-05-14 08:05:26.877501,cohort3
6HsbJ7z5ctI,1527,29,0,2026-05-14 08:05:26.877501,cohort3
hAtKWR-1pEs,3530,109,0,2026-05-14 08:05:26.877501,cohort3
NCdoTXYsP_A,1049,0,0,2026-05-14 08:05:26.877501,cohort3
Vb5RADCkce8,943,30,0,2026-05-14 08:05:26.877501,cohort3
0snHIFYRrOo,3086,3,0,2026-05-14 08:05:26.877501,cohort3
1U_B9mn_pzk,1142,27,1,2026-05-14 08:05:26.877501,cohort3
wwfWbtGt4T8,1047,6,0,2026-05-14 08:05:26.877501,cohort3
ZtyawLxEZpI,1037,27,0,2026-05-14 08:05:26.877501,cohort3
VpfZv0CsRoA,776,7,0,2026-05-14 08:05:26.877501,cohort3
gCGWzckiahI,1261,17,0,2026-05-14 08:05:26.877501,cohort3
Vev-BMcXHho,992,13,2,2026-05-14 08:05:26.877501,cohort3
pggjv6EZRu4,1707,25,0,2026-05-14 08:05:26.877501,cohort3
tThXHX6KekA,1000,35,0,2026-05-14 08:05:26.877501,cohort3
UMdUjZomNsU,690,21,0,2026-05-14 08:05:26.877501,cohort3
eKzb1RKYSUM,1892,15,0,2026-05-14 08:05:26.877501,cohort3
JgqiD7TKJX4,1097,3,0,2026-05-14 08:05:26.877501,cohort3
OYCSDuV3_fY,10000,0,2,2026-05-14 08:05:26.877501,cohort3
uuRSIghKJ8s,919,14,0,2026-05-14 08:05:26.877501,cohort3
tVVN5rfFcpI,1422,14,3,2026-05-14 08:05:26.877501,cohort3
Xv9DUx1NoDw,12783,75,16,2026-05-14 08:05:26.877501,cohort3
VBJoaZXapAg,7000,601,24,2026-05-14 08:05:26.877501,cohort3
UHoU2jGoHiY,1450,0,2,2026-05-14 08:05:26.877501,cohort3
QcBLVviuFns,12175,58,3,2026-05-14 08:05:26.877501,cohort3
fRv8KKbyPNQ,696,30,2,2026-05-14 08:05:26.877501,cohort3
M7KyduM8WA4,2027,20,2,2026-05-14 08:05:26.877501,cohort3
y89mRR2jby4,795,7,6,2026-05-14 08:05:26.877501,cohort3
S9XMknRveG0,3980,8,0,2026-05-14 08:05:26.877501,cohort3
MA76_CJ63xY,1573,13,1,2026-05-14 08:05:26.877501,cohort3
oFvdABEfMCY,1473,34,0,2026-05-14 08:05:26.877501,cohort3
4lTm24zr_JQ,4087,182,1,2026-05-14 08:05:26.877501,cohort3
lOCar5PWRB4,1693,23,3,2026-05-14 08:05:26.877501,cohort3
SMH2HgXPC6k,1441,38,0,2026-05-14 08:05:26.877501,cohort3
BwZUvus7RMA,11033,16,1,2026-05-14 08:05:26.877501,cohort3
03_e2NIlDT8,729,59,19,2026-05-14 08:05:26.877501,cohort3
Cm4ymJFaTC0,1557,26,1,2026-05-14 08:05:26.877501,cohort3
mGAvwIVwekM,22750,0,17,2026-05-14 08:05:26.877501,cohort3
AahJtOM0hGA,1342,57,4,2026-05-14 08:05:26.877501,cohort3
AuDUu1V5Re8,4858,31,0,2026-05-14 08:05:26.877501,cohort3
AFNNIGP6kks,5057,18,0,2026-05-14 08:05:26.877501,cohort3
yOW1GzpaFAw,26377,160,2,2026-05-14 08:05:26.877501,cohort3
NA1e_JYfPI0,7832,188,0,2026-05-14 08:05:26.877501,cohort3
leYD-nmMeBI,9291,88,0,2026-05-14 08:05:26.877501,cohort3
UKIYr0bkvKo,9882,0,0,2026-05-14 08:05:26.877501,cohort3
U7kKKGLCyow,4941,98,1,2026-05-14 08:05:26.877501,cohort3
GAls3kX-EJg,1008,41,10,2026-05-14 08:05:26.877501,cohort3
1SinRmfSX6A,4597,33,0,2026-05-14 08:05:26.877501,cohort3
RBPPWEFIuAc,1558,20,2,2026-05-14 08:05:26.877501,cohort3
iiWNKfPrnM8,509,0,5,2026-05-14 08:05:26.877501,cohort3
xcCqwINGNg8,26407,111,124,2026-05-14 08:05:26.877501,cohort3
ZBnRHPhlumM,431,25,14,2026-05-14 08:05:26.877501,cohort3
uSsuA2zjPKg,15732,73,0,2026-05-14 08:05:26.877501,cohort3
i2PmasH5y9k,13909,187,70,2026-05-14 08:05:26.877501,cohort3
XsT0jJTCJgc,1306,18,0,2026-05-14 08:05:26.877501,cohort3
lB7NBsPpqJ0,2038,110,0,2026-05-14 08:05:26.877501,cohort3
gLR2W1FJ8P0,567,6,1,2026-05-14 08:05:26.877501,cohort3
Od4mfgOFaqg,862,108,5,2026-05-14 08:05:26.877501,cohort3
2aCu6ux25MI,711,1,0,2026-05-14 08:05:26.877501,cohort3
l0DI2iB9ldw,1077,6,1,2026-05-14 08:05:26.877501,cohort3
g3fEtSyQloo,1837,7,0,2026-05-14 08:05:26.877501,cohort3
Q3kRndcte0E,15008,83,0,2026-05-14 08:05:26.877501,cohort3
Vo1vv_Ym5Cc,1759,44,1,2026-05-14 08:05:26.877501,cohort3
w3d9nSdTGRM,691,4,2,2026-05-14 08:05:26.877501,cohort3
_ORVex7RgzM,2329,34,0,2026-05-14 08:05:26.877501,cohort3
Gn-mNHd7TXk,307,0,1,2026-05-14 08:05:26.877501,cohort3
BTkji_ZJchs,0,0,0,2026-05-14 08:05:26.877501,cohort3
LLmASTg5zTA,183,3,0,2026-05-14 08:05:26.877501,cohort3
kpg781AgU9k,16,3,0,2026-05-14 08:05:26.877501,cohort3
fH31AerO5ug,1352,44,6,2026-05-14 08:05:26.877501,cohort3
H76uwtIK1os,107,3,0,2026-05-14 08:05:26.877501,cohort3
ME1MlJrfHb4,953,9,0,2026-05-14 08:05:26.877501,cohort3
0TeTLQd_Kgk,2617,52,2,2026-05-14 08:05:26.877501,cohort3
3OMGaTmBCvQ,184,0,0,2026-05-14 08:05:26.877501,cohort3
fQmxUC8Di9E,2739,215,0,2026-05-14 08:05:26.877501,cohort3
ddfqymtwp6E,738,7,0,2026-05-14 08:05:26.877501,cohort3
p-AFzTLnii0,1297,8,0,2026-05-14 08:05:26.877501,cohort3
BBLOOKAzogo,4177,65,2,2026-05-14 08:05:26.877501,cohort3
SVOkqzzftNc,2877,7,0,2026-05-14 08:05:26.877501,cohort3
ul965bFb60Q,28926,0,1,2026-05-14 08:05:26.877501,cohort3
7DQBb4TSuFg,32493,240,1,2026-05-14 08:05:26.877501,cohort3
FY0b8kfAWqE,16395,283,15,2026-05-14 08:05:26.877501,cohort3
HpW0hFFUfzM,21953,1765,1,2026-05-14 08:05:26.877501,cohort3
BZAK7bPZRIk,47164,1462,12,2026-05-14 08:05:26.877501,cohort3
NiFzocRzTnA,1090812,19374,252,2026-05-14 08:05:26.877501,cohort3
EkzAJE9jCMI,16984,505,0,2026-05-14 08:05:26.877501,cohort3
fKzhDNkNHgY,11396,38,0,2026-05-14 08:05:26.877501,cohort3
KokmUFJhgOE,13639,1373,17,2026-05-14 08:05:26.877501,cohort3
2XfipfdRetU,6710,118,1,2026-05-14 08:05:26.877501,cohort3
GG5Xop0s-Ss,5069,62,0,2026-05-14 08:05:26.877501,cohort3
LPA4ajdgboQ,31901,914,53,2026-05-14 08:05:26.877501,cohort3
XleHdxX7c1o,15619,204,14,2026-05-14 08:05:26.877501,cohort3
xq3JtqC2tic,14088,294,2,2026-05-14 08:05:26.877501,cohort3
-pzEgeUEUJI,31083,151,0,2026-05-14 08:05:26.877501,cohort3
t62ES0itVWA,29991,204,0,2026-05-14 08:05:26.877501,cohort3
2kru4OOwgs8,20976,160,6,2026-05-14 08:05:26.877501,cohort3
HEgID7liLxk,4460,111,2,2026-05-14 08:05:26.877501,cohort3
Y7bkcfBLQvs,8854,34,1,2026-05-14 08:05:26.877501,cohort3
AYveM58k934,3979,54,2,2026-05-14 08:05:26.877501,cohort3
pfPskj9X5RQ,5174,53,9,2026-05-14 08:05:26.877501,cohort3
Z8L3kUjfzII,31512,507,7,2026-05-14 08:05:26.877501,cohort3
ftWyAkuA9A0,9561,43,1,2026-05-14 08:05:26.877501,cohort3
6l0IAaeQV9o,10762,87,4,2026-05-14 08:05:26.877501,cohort3
RqTZOQYeSj8,10489,235,1,2026-05-14 08:05:26.877501,cohort3
4KhF-pf3yTQ,3301,55,2,2026-05-14 08:05:26.877501,cohort3
T6GNRDi5b3Y,7174,221,18,2026-05-14 08:05:26.877501,cohort3
tnDGeZGeUWI,7478,5,0,2026-05-14 08:05:26.877501,cohort3
IDZ2lFb2wTM,3334,15,0,2026-05-14 08:05:26.877501,cohort3
D58uQP2HG94,34383,168,0,2026-05-14 08:05:26.877501,cohort3
ifqkEvuqHbI,43131,1338,10,2026-05-14 08:05:26.877501,cohort3
lzaOLtEOqgI,13462,23,1,2026-05-14 08:05:26.877501,cohort3
PUI3hPRXTEQ,4395,25,0,2026-05-14 08:05:26.877501,cohort3
15JwNKYy6Vg,25461,735,67,2026-05-14 08:05:26.877501,cohort3
RvJAtMuBV5g,4620,54,0,2026-05-14 08:05:26.877501,cohort3
Es8bRaKZHkQ,1399,21,0,2026-05-14 08:05:26.877501,cohort3
gm-iEVxl5Ew,1964,19,7,2026-05-14 08:05:26.877501,cohort3
FyckdNPkmVk,7356,122,1,2026-05-14 08:05:26.877501,cohort3
0spHr4gCY4w,2959,0,0,2026-05-14 08:05:26.877501,cohort3
_GWFMlcwnF8,5356,16,0,2026-05-14 08:05:26.877501,cohort3
QmorWWrDL04,27983,0,173,2026-05-14 08:05:26.877501,cohort3
Q8XB2RQ3ROI,1518,10,1,2026-05-14 08:05:26.877501,cohort3
6ifUbpbI55M,2449,23,1,2026-05-14 08:05:26.877501,cohort3
bL7XBZJboNM,3637,39,1,2026-05-14 08:05:26.877501,cohort3
GyrTFM9gmXY,1849,24,0,2026-05-14 08:05:26.877501,cohort3
a2XfZ4VXvGA,2252,26,0,2026-05-14 08:05:26.877501,cohort3
gRV8O-JrxOY,3506,132,13,2026-05-14 08:05:26.877501,cohort3
TJveAqdT5EA,1746,26,0,2026-05-14 08:05:26.877501,cohort3
mDYRXJ0p4PQ,1212,18,0,2026-05-14 08:05:26.877501,cohort3
5y8TUm2aD0o,5805,34,0,2026-05-14 08:05:26.877501,cohort3
p9UYqskIoQA,11000,525,9,2026-05-14 08:05:26.877501,cohort3
xzKUi93pPHA,22869,1249,40,2026-05-14 08:05:26.877501,cohort3
rT-NLSHcE9s,2664,18,0,2026-05-14 08:05:26.877501,cohort3
-_mHx7Ft5wU,1166,41,1,2026-05-14 08:05:26.877501,cohort3
AlSZCsLEIgs,1151,25,0,2026-05-14 08:05:26.877501,cohort3
r3gidU4xS7I,959,0,0,2026-05-14 08:05:26.877501,cohort3
uilr_SZtOUI,5186,167,7,2026-05-14 08:05:26.877501,cohort3
7D9WIfmzntE,2982,124,4,2026-05-14 08:05:26.877501,cohort3
64Kgdkeu624,1331,22,1,2026-05-14 08:05:26.877501,cohort3
8DQIdUPSTSI,1307,16,1,2026-05-14 08:05:26.877501,cohort3
QZsiQ82Z2NQ,10989,115,0,2026-05-14 08:05:26.877501,cohort3
f3rQ9mfaMTQ,1021,26,1,2026-05-14 08:05:26.877501,cohort3
gZeUZ59Isp0,877,33,4,2026-05-14 08:05:26.877501,cohort3
L7Z0xXi8K7c,877,26,0,2026-05-14 08:05:26.877501,cohort3
1CumQ1UO9IE,11022,265,5,2026-05-14 08:05:26.877501,cohort3
ehJEp8UBqVI,734,4,1,2026-05-14 08:05:26.877501,cohort3
llkjHbzopc8,41373,574,4,2026-05-14 08:05:26.877501,cohort3
6MTTJ_sesws,6591,254,6,2026-05-14 08:05:26.877501,cohort3
ES7Fm2NxK0Y,1236,46,1,2026-05-14 08:05:26.877501,cohort3
hPspv_cG0T4,1437,13,2,2026-05-14 08:05:26.877501,cohort3
gMoqx9_XKWA,10407,134,1,2026-05-14 08:05:26.877501,cohort3
