video_id,views,likes,comments,tracked_at,cohort_id
8jkuLdsL4oo,10310,176,5,2026-05-14 03:09:18.154937,cohort2
kTyi2UVkN8Y,12736,954,14,2026-05-14 03:09:18.154937,cohort2
h6KxXMwtbBs,38691,686,16,2026-05-14 03:09:18.154937,cohort2
Q3Yl0jv6e6g,12842,83,1,2026-05-14 03:09:18.154937,cohort2
zHkcFTFmKyY,7752,406,8,2026-05-14 03:09:18.154937,cohort2
yKrBMTONhjE,8921,37,0,2026-05-14 03:09:18.154937,cohort2
Ns7KNx75Li4,7509,94,3,2026-05-14 03:09:18.154937,cohort2
RnOwfKZvffw,4334,163,2,2026-05-14 03:09:18.154937,cohort2
nhaRBE-krH4,13591,0,0,2026-05-14 03:09:18.154937,cohort2
F0XfdXtH4IY,7311,75,3,2026-05-14 03:09:18.154937,cohort2
HOet-EVGZyE,7177,78,0,2026-05-14 03:09:18.154937,cohort2
_G4Ahj_63cI,5574,84,1,2026-05-14 03:09:18.154937,cohort2
ClhLO8o5eRo,4739,318,7,2026-05-14 03:09:18.154937,cohort2
sqT1kTR8Vy4,7698,0,0,2026-05-14 03:09:18.154937,cohort2
r18iCQb7f-0,7718,30,1,2026-05-14 03:09:18.154937,cohort2
J_H1M5D9Ttk,19276,134,0,2026-05-14 03:09:18.154937,cohort2
CU3tv6GxuBE,9413,130,0,2026-05-14 03:09:18.154937,cohort2
xuAebPh69TA,4353,215,3,2026-05-14 03:09:18.154937,cohort2
q22sAjmjDdg,5415,99,0,2026-05-14 03:09:18.154937,cohort2
nGZn1zu6BcQ,11438,33,1,2026-05-14 03:09:18.154937,cohort2
d0po454gsuk,15214,0,7,2026-05-14 03:09:18.154937,cohort2
-pzEgeUEUJI,30646,151,0,2026-05-14 03:09:18.154937,cohort2
Lvfy8HffaPE,5757,43,1,2026-05-14 03:09:18.154937,cohort2
bdFd4ctEiNo,32600,0,1,2026-05-14 03:09:18.154937,cohort2
LgcXsJEilDo,3464,134,1,2026-05-14 03:09:18.154937,cohort2
Z1dl02RTOSs,5043,46,3,2026-05-14 03:09:18.154937,cohort2
tZcsmI8WgM8,3684,95,3,2026-05-14 03:09:18.154937,cohort2
Dvp0Z8mzUPI,4811,40,0,2026-05-14 03:09:18.154937,cohort2
1h7PqKhfEY4,35653,119,1,2026-05-14 03:09:18.154937,cohort2
DOYdoe-d6D4,5286,109,0,2026-05-14 03:09:18.154937,cohort2
h6kAY7B-WwE,10476,22,0,2026-05-14 03:09:18.154937,cohort2
42ID-3H76Qs,4786,0,12,2026-05-14 03:09:18.154937,cohort2
hLHu3Dlzqlg,11052,86,5,2026-05-14 03:09:18.154937,cohort2
j9HEUq_xCrI,11121,0,15,2026-05-14 03:09:18.154937,cohort2
hBrzCguxS78,15377,1076,32,2026-05-14 03:09:18.154937,cohort2
bLmQxE1N1G4,10095,26,0,2026-05-14 03:09:18.154937,cohort2
8tf-ELM7u8A,2636,21,0,2026-05-14 03:09:18.154937,cohort2
6R0_Pf1CSNg,2160,20,0,2026-05-14 03:09:18.154937,cohort2
o40xpKHaUp4,4777,29,0,2026-05-14 03:09:18.154937,cohort2
2TunLRpCfuM,4083,69,0,2026-05-14 03:09:18.154937,cohort2
p-meA4uy4eE,2431,80,4,2026-05-14 03:09:18.154937,cohort2
kpc5hLZI62U,6253,32,4,2026-05-14 03:09:18.154937,cohort2
txBVIsLzQWw,6448,123,7,2026-05-14 03:09:18.154937,cohort2
GJgBcyhnHXQ,3089,11,0,2026-05-14 03:09:18.154937,cohort2
PxtSHS6czlk,10587,54,0,2026-05-14 03:09:18.154937,cohort2
6RK0RVKVOk4,1625,21,0,2026-05-14 03:09:18.154937,cohort2
qFU3sHutR04,3494,11,5,2026-05-14 03:09:18.154937,cohort2
S8Roopi_OhA,2889,121,0,2026-05-14 03:09:18.154937,cohort2
8X541NTog5U,3363,225,14,2026-05-14 03:09:18.154937,cohort2
42Zi1dhQwQk,20917,163,5,2026-05-14 03:09:18.154937,cohort2
cVMQ6Bsf9Es,2209,27,1,2026-05-14 03:09:18.154937,cohort2
KAUemCCmol4,1581,0,0,2026-05-14 03:09:18.154937,cohort2
Q_yg2CxvGlw,5993,192,1,2026-05-14 03:09:18.154937,cohort2
_xWH3HjSIh8,4830,20,0,2026-05-14 03:09:18.154937,cohort2
YoFUDGnETWA,4481,16,1,2026-05-14 03:09:18.154937,cohort2
hT_HLLHc-Xc,5094,201,1,2026-05-14 03:09:18.154937,cohort2
ORiSbIVFYY8,1637,28,3,2026-05-14 03:09:18.154937,cohort2
inr0n-hW9EA,2516,23,7,2026-05-14 03:09:18.154937,cohort2
410dOmcCloY,3031,33,2,2026-05-14 03:09:18.154937,cohort2
h5_ykvDFJS4,2301,17,0,2026-05-14 03:09:18.154937,cohort2
kRDIOTcT9wc,3114,16,1,2026-05-14 03:09:18.154937,cohort2
2KCiwmTdh8I,1423,18,1,2026-05-14 03:09:18.154937,cohort2
oFmD2PbIftA,33736,1146,9,2026-05-14 03:09:18.154937,cohort2
Vh0bmBTUAbs,1176,34,10,2026-05-14 03:09:18.154937,cohort2
zqZLz28laY8,1404,14,0,2026-05-14 03:09:18.154937,cohort2
kJB3N_lSbWs,2989,9,9,2026-05-14 03:09:18.154937,cohort2
8EhSink33R0,2164,4,1,2026-05-14 03:09:18.154937,cohort2
jUii5ri95Iw,1302,97,0,2026-05-14 03:09:18.154937,cohort2
Zfu9nZMZPSs,1386,17,0,2026-05-14 03:09:18.154937,cohort2
PGORv53zTKE,2702,14,0,2026-05-14 03:09:18.154937,cohort2
xkVHIgwfaFo,4459,245,1,2026-05-14 03:09:18.154937,cohort2
Ro00n1VRfFU,1505,0,0,2026-05-14 03:09:18.154937,cohort2
A8DuCioSWuk,1517,10,3,2026-05-14 03:09:18.154937,cohort2
ZZcJSUF1vqw,1552,9,0,2026-05-14 03:09:18.154937,cohort2
VpoQLcoO7_0,2446,17,0,2026-05-14 03:09:18.154937,cohort2
YBGjrwlYV4E,1122,30,0,2026-05-14 03:09:18.154937,cohort2
oarOsA_inAA,6493,38,3,2026-05-14 03:09:18.154937,cohort2
rn-dQAQpZy8,1288,23,4,2026-05-14 03:09:18.154937,cohort2
IkQXKW7AzsI,5390,153,7,2026-05-14 03:09:18.154937,cohort2
yh6HDn5vlIU,1230,7,2,2026-05-14 03:09:18.154937,cohort2
DGmE11lk1vI,1471,20,1,2026-05-14 03:09:18.154937,cohort2
A4amIw7c9gU,2058,50,0,2026-05-14 03:09:18.154937,cohort2
ERQcs3L0qLM,16546,168,2,2026-05-14 03:09:18.154937,cohort2
-ei_UvxIWOw,883,0,1,2026-05-14 03:09:18.154937,cohort2
t83EdNpId3c,2266,6,1,2026-05-14 03:09:18.154937,cohort2
WYXMqRIAg6o,1856,23,0,2026-05-14 03:09:18.154937,cohort2
Q0RkrW8PY8w,14824,203,3,2026-05-14 03:09:18.154937,cohort2
zrTkNm29Ooc,3248,205,1,2026-05-14 03:09:18.154937,cohort2
YSDWIAGDrQ8,21750,197,33,2026-05-14 03:09:18.154937,cohort2
yj0uXtOppuY,19123,177,7,2026-05-14 03:09:18.154937,cohort2
uJlVt8ZkvLE,5750,178,0,2026-05-14 03:09:18.154937,cohort2
X8mEVei2SB8,964,52,2,2026-05-14 03:09:18.154937,cohort2
8auD3OywEYA,1690,12,0,2026-05-14 03:09:18.154937,cohort2
gdYc1dSUQFI,1201,7,1,2026-05-14 03:09:18.154937,cohort2
gOxD_RcluZs,2761,14,0,2026-05-14 03:09:18.154937,cohort2
yfDmzdY0FNg,3920,221,41,2026-05-14 03:09:18.154937,cohort2
0PFZgsgxjxI,1976,0,0,2026-05-14 03:09:18.154937,cohort2
wzP5a0F1hYA,872,45,1,2026-05-14 03:09:18.154937,cohort2
qp6ax4aSY94,1038,19,0,2026-05-14 03:09:18.154937,cohort2
k_tSv8Rb4mE,884,34,2,2026-05-14 03:09:18.154937,cohort2
RfJsU-8U3Ns,1447,16,1,2026-05-14 03:09:18.154937,cohort2
UrYd6pv_5YU,275744,6826,66,2026-05-14 05:09:33.030419,cohort2
p9hzj2obBGM,150793,1359,325,2026-05-14 05:09:33.030419,cohort2
N2oatSnOry0,135345,2109,8,2026-05-14 05:09:33.030419,cohort2
69JJjFDEWYw,87710,739,2,2026-05-14 05:09:33.030419,cohort2
chlx1pZseTs,151571,3282,19,2026-05-14 05:09:33.030419,cohort2
ImGnYf_QxSg,169152,3352,2,2026-05-14 05:09:33.030419,cohort2
fwhaVyv9e7Y,153011,0,8,2026-05-14 05:09:33.030419,cohort2
tZz0NH8DD40,87252,653,0,2026-05-14 05:09:33.030419,cohort2
NPiiQAy32Dg,128640,4111,58,2026-05-14 05:09:33.030419,cohort2
nMHsbiPCYwY,312012,14145,136,2026-05-14 05:09:33.030419,cohort2
_y3WWm9pGrg,69921,6669,22,2026-05-14 05:09:33.030419,cohort2
cH8KWOZ5C78,95875,1232,12,2026-05-14 05:09:33.030419,cohort2
S-yGyPIaqCg,208068,3911,67,2026-05-14 05:09:33.030419,cohort2
ZKVhR0bmOHI,66882,1092,5,2026-05-14 05:09:33.030419,cohort2
tNLBn5c338U,255580,7012,58,2026-05-14 05:09:33.030419,cohort2
ovLhD4kAFpM,71431,1487,43,2026-05-14 05:09:33.030419,cohort2
FIjlwByE538,56449,2771,46,2026-05-14 05:09:33.030419,cohort2
_k-Gjv1bUmM,64366,2044,53,2026-05-14 05:09:33.030419,cohort2
cboM6w8VVoM,34695,4726,125,2026-05-14 05:09:33.030419,cohort2
3fZF_dlmebs,70507,768,17,2026-05-14 05:09:33.030419,cohort2
CGRqm8B47ks,36882,0,0,2026-05-14 05:09:33.030419,cohort2
Ym1XI1aoJVU,45917,0,31,2026-05-14 05:09:33.030419,cohort2
vHbJ1pF4JqM,36472,1051,0,2026-05-14 05:09:33.030419,cohort2
QYxPWJoDbFA,35997,1089,6,2026-05-14 05:09:33.030419,cohort2
bCvpqc-nApg,303294,0,43,2026-05-14 05:09:33.030419,cohort2
IpGaVpNzIDI,29016,485,5,2026-05-14 05:09:33.030419,cohort2
1GS-2DzPA_o,50453,527,2,2026-05-14 05:09:33.030419,cohort2
n0Cn9U7U4N8,39414,0,8,2026-05-14 05:09:33.030419,cohort2
AQCVQJf1O5M,44251,757,7,2026-05-14 05:09:33.030419,cohort2
wdmj27ME8DI,24650,100,0,2026-05-14 05:09:33.030419,cohort2
htzTFE09hmI,37213,96,1,2026-05-14 05:09:33.030419,cohort2
Ee-hdzO5A7c,19314,564,80,2026-05-14 05:09:33.030419,cohort2
uRnKJ7nkqqw,33699,83,0,2026-05-14 05:09:33.030419,cohort2
qXoyhvbbfEw,179085,4439,44,2026-05-14 05:09:33.030419,cohort2
Y7Wuh6oT3k0,17181,163,2,2026-05-14 05:09:33.030419,cohort2
6Up48gnrc7s,21341,865,12,2026-05-14 05:09:33.030419,cohort2
rMXdW6EVyBM,15652,351,53,2026-05-14 05:09:33.030419,cohort2
f03Sw9ZuVNs,15506,1347,22,2026-05-14 05:09:33.030419,cohort2
dVrWT8aPDcU,17262,129,2,2026-05-14 05:09:33.030419,cohort2
uiVPUfp7-Fo,13702,160,2,2026-05-14 05:09:33.030419,cohort2
2xqaR-_97Ng,51064,2417,22,2026-05-14 05:09:33.030419,cohort2
S0GmlfRTYRI,25865,125,1,2026-05-14 05:09:33.030419,cohort2
EyMmuu_r58w,37105,163,95,2026-05-14 05:09:33.030419,cohort2
Fzl9SJnJSPc,17553,0,0,2026-05-14 05:09:33.030419,cohort2
7bt5SUv2KQo,144916,3740,37,2026-05-14 05:09:33.030419,cohort2
oj0zTYwoELs,16439,642,3,2026-05-14 05:09:33.030419,cohort2
AkBKyOTwJyU,12252,122,1,2026-05-14 05:09:33.030419,cohort2
Ygbnj93LVDo,57779,1586,16,2026-05-14 05:09:33.030419,cohort2
t7KwtFmxSR8,14280,0,64,2026-05-14 05:09:33.030419,cohort2
1kXe4Qp74u4,10331,409,23,2026-05-14 05:09:33.030419,cohort2
h89_g4MfLs0,20406,75,0,2026-05-14 05:09:33.030419,cohort2
lgUWfH3fVvY,12580,408,0,2026-05-14 05:09:33.030419,cohort2
DKZQXIcWDsA,27708,124,2,2026-05-14 05:09:33.030419,cohort2
L1j8rXi-uXQ,11579,348,0,2026-05-14 05:09:33.030419,cohort2
jZgiOKhWpU0,22978,66,8,2026-05-14 05:09:33.030419,cohort2
N7c3v_9k0iU,17040,2002,159,2026-05-14 05:09:33.030419,cohort2
9bMUysDSQOU,11551,333,4,2026-05-14 05:09:33.030419,cohort2
cK2F4OSUZ7E,15772,218,1,2026-05-14 05:09:33.030419,cohort2
R-R6W9GHMRk,11201,217,0,2026-05-14 05:09:33.030419,cohort2
xq3JtqC2tic,9827,225,2,2026-05-14 05:09:33.030419,cohort2
8jkuLdsL4oo,14221,211,6,2026-05-14 05:09:33.030419,cohort2
kTyi2UVkN8Y,13018,955,14,2026-05-14 05:09:33.030419,cohort2
h6KxXMwtbBs,52431,764,17,2026-05-14 05:09:33.030419,cohort2
Q3Yl0jv6e6g,12854,83,1,2026-05-14 05:09:33.030419,cohort2
zHkcFTFmKyY,10346,1508,14,2026-05-14 05:09:33.030419,cohort2
yKrBMTONhjE,9212,38,0,2026-05-14 05:09:33.030419,cohort2
Ns7KNx75Li4,8042,94,3,2026-05-14 05:09:33.030419,cohort2
RnOwfKZvffw,4904,247,2,2026-05-14 05:09:33.030419,cohort2
nhaRBE-krH4,14014,0,0,2026-05-14 05:09:33.030419,cohort2
F0XfdXtH4IY,9737,76,3,2026-05-14 05:09:33.030419,cohort2
HOet-EVGZyE,7337,78,0,2026-05-14 05:09:33.030419,cohort2
_G4Ahj_63cI,7720,101,1,2026-05-14 05:09:33.030419,cohort2
ClhLO8o5eRo,6238,395,7,2026-05-14 05:09:33.030419,cohort2
sqT1kTR8Vy4,9054,0,0,2026-05-14 05:09:33.030419,cohort2
r18iCQb7f-0,9753,30,1,2026-05-14 05:09:33.030419,cohort2
J_H1M5D9Ttk,43231,143,0,2026-05-14 05:09:33.030419,cohort2
CU3tv6GxuBE,14912,169,0,2026-05-14 05:09:33.030419,cohort2
xuAebPh69TA,4731,223,3,2026-05-14 05:09:33.030419,cohort2
q22sAjmjDdg,6941,116,0,2026-05-14 05:09:33.030419,cohort2
nGZn1zu6BcQ,11742,34,1,2026-05-14 05:09:33.030419,cohort2
d0po454gsuk,16596,0,7,2026-05-14 05:09:33.030419,cohort2
-pzEgeUEUJI,30996,151,0,2026-05-14 05:09:33.030419,cohort2
Lvfy8HffaPE,5965,44,1,2026-05-14 05:09:33.030419,cohort2
bdFd4ctEiNo,43880,0,1,2026-05-14 05:09:33.030419,cohort2
LgcXsJEilDo,4500,157,1,2026-05-14 05:09:33.030419,cohort2
Z1dl02RTOSs,6002,48,3,2026-05-14 05:09:33.030419,cohort2
tZcsmI8WgM8,10833,103,4,2026-05-14 05:09:33.030419,cohort2
Dvp0Z8mzUPI,5635,43,0,2026-05-14 05:09:33.030419,cohort2
1h7PqKhfEY4,35770,119,1,2026-05-14 05:09:33.030419,cohort2
DOYdoe-d6D4,5391,109,0,2026-05-14 05:09:33.030419,cohort2
h6kAY7B-WwE,10757,22,0,2026-05-14 05:09:33.030419,cohort2
42ID-3H76Qs,6014,0,13,2026-05-14 05:09:33.030419,cohort2
hLHu3Dlzqlg,11582,86,5,2026-05-14 05:09:33.030419,cohort2
j9HEUq_xCrI,11941,0,18,2026-05-14 05:09:33.030419,cohort2
hBrzCguxS78,16903,1117,32,2026-05-14 05:09:33.030419,cohort2
bLmQxE1N1G4,12522,26,0,2026-05-14 05:09:33.030419,cohort2
8tf-ELM7u8A,4223,30,0,2026-05-14 05:09:33.030419,cohort2
6R0_Pf1CSNg,2194,20,0,2026-05-14 05:09:33.030419,cohort2
o40xpKHaUp4,4839,33,0,2026-05-14 05:09:33.030419,cohort2
2TunLRpCfuM,7163,104,1,2026-05-14 05:09:33.030419,cohort2
p-meA4uy4eE,3822,126,4,2026-05-14 05:09:33.030419,cohort2
kpc5hLZI62U,6261,32,4,2026-05-14 05:09:33.030419,cohort2
txBVIsLzQWw,11241,217,9,2026-05-14 05:09:33.030419,cohort2
GJgBcyhnHXQ,3089,11,0,2026-05-14 05:09:33.030419,cohort2
PxtSHS6czlk,11370,59,0,2026-05-14 05:09:33.030419,cohort2
6RK0RVKVOk4,1625,21,0,2026-05-14 05:09:33.030419,cohort2
qFU3sHutR04,3849,11,5,2026-05-14 05:09:33.030419,cohort2
S8Roopi_OhA,5200,128,0,2026-05-14 05:09:33.030419,cohort2
8X541NTog5U,3998,257,16,2026-05-14 05:09:33.030419,cohort2
42Zi1dhQwQk,25047,166,5,2026-05-14 05:09:33.030419,cohort2
cVMQ6Bsf9Es,2240,28,1,2026-05-14 05:09:33.030419,cohort2
KAUemCCmol4,1643,0,0,2026-05-14 05:09:33.030419,cohort2
Q_yg2CxvGlw,20387,261,1,2026-05-14 05:09:33.030419,cohort2
_xWH3HjSIh8,5109,21,0,2026-05-14 05:09:33.030419,cohort2
YoFUDGnETWA,4885,16,1,2026-05-14 05:09:33.030419,cohort2
hT_HLLHc-Xc,17836,227,1,2026-05-14 05:09:33.030419,cohort2
ORiSbIVFYY8,1848,30,3,2026-05-14 05:09:33.030419,cohort2
inr0n-hW9EA,2829,23,7,2026-05-14 05:09:33.030419,cohort2
410dOmcCloY,3269,33,2,2026-05-14 05:09:33.030419,cohort2
h5_ykvDFJS4,2310,17,0,2026-05-14 05:09:33.030419,cohort2
kRDIOTcT9wc,3114,16,1,2026-05-14 05:09:33.030419,cohort2
2KCiwmTdh8I,1432,20,1,2026-05-14 05:09:33.030419,cohort2
oFmD2PbIftA,71331,4107,14,2026-05-14 05:09:33.030419,cohort2
Vh0bmBTUAbs,1177,34,10,2026-05-14 05:09:33.030419,cohort2
zqZLz28laY8,3209,14,0,2026-05-14 05:09:33.030419,cohort2
kJB3N_lSbWs,2990,9,9,2026-05-14 05:09:33.030419,cohort2
8EhSink33R0,2166,4,1,2026-05-14 05:09:33.030419,cohort2
jUii5ri95Iw,1942,125,0,2026-05-14 05:09:33.030419,cohort2
PGORv53zTKE,2707,14,0,2026-05-14 05:09:33.030419,cohort2
xkVHIgwfaFo,7161,271,1,2026-05-14 05:09:33.030419,cohort2
Ro00n1VRfFU,2271,0,0,2026-05-14 05:09:33.030419,cohort2
A8DuCioSWuk,1517,10,3,2026-05-14 05:09:33.030419,cohort2
ZZcJSUF1vqw,1646,10,0,2026-05-14 05:09:33.030419,cohort2
VpoQLcoO7_0,2782,18,0,2026-05-14 05:09:33.030419,cohort2
YBGjrwlYV4E,1122,30,0,2026-05-14 05:09:33.030419,cohort2
oarOsA_inAA,7510,38,3,2026-05-14 05:09:33.030419,cohort2
rn-dQAQpZy8,1292,23,4,2026-05-14 05:09:33.030419,cohort2
IkQXKW7AzsI,5395,196,8,2026-05-14 05:09:33.030419,cohort2
yh6HDn5vlIU,1230,7,2,2026-05-14 05:09:33.030419,cohort2
DGmE11lk1vI,1471,20,1,2026-05-14 05:09:33.030419,cohort2
A4amIw7c9gU,2467,59,1,2026-05-14 05:09:33.030419,cohort2
ERQcs3L0qLM,20008,190,2,2026-05-14 05:09:33.030419,cohort2
-ei_UvxIWOw,896,0,1,2026-05-14 05:09:33.030419,cohort2
t83EdNpId3c,2266,6,1,2026-05-14 05:09:33.030419,cohort2
WYXMqRIAg6o,1863,24,0,2026-05-14 05:09:33.030419,cohort2
Q0RkrW8PY8w,27489,202,3,2026-05-14 05:09:33.030419,cohort2
zrTkNm29Ooc,5147,259,1,2026-05-14 05:09:33.030419,cohort2
YSDWIAGDrQ8,21857,197,34,2026-05-14 05:09:33.030419,cohort2
yj0uXtOppuY,32407,176,7,2026-05-14 05:09:33.030419,cohort2
uJlVt8ZkvLE,6965,173,0,2026-05-14 05:09:33.030419,cohort2
X8mEVei2SB8,971,53,2,2026-05-14 05:09:33.030419,cohort2
8auD3OywEYA,1750,13,0,2026-05-14 05:09:33.030419,cohort2
gdYc1dSUQFI,1202,7,1,2026-05-14 05:09:33.030419,cohort2
gOxD_RcluZs,2738,14,0,2026-05-14 05:09:33.030419,cohort2
yfDmzdY0FNg,4034,221,42,2026-05-14 05:09:33.030419,cohort2
0PFZgsgxjxI,2037,0,0,2026-05-14 05:09:33.030419,cohort2
wzP5a0F1hYA,872,49,1,2026-05-14 05:09:33.030419,cohort2
qp6ax4aSY94,1044,19,0,2026-05-14 05:09:33.030419,cohort2
k_tSv8Rb4mE,889,34,2,2026-05-14 05:09:33.030419,cohort2
RfJsU-8U3Ns,1448,16,2,2026-05-14 05:09:33.030419,cohort2
UrYd6pv_5YU,281595,6852,66,2026-05-14 07:10:07.546427,cohort2
p9hzj2obBGM,158407,1468,353,2026-05-14 07:10:07.546427,cohort2
N2oatSnOry0,152351,2446,8,2026-05-14 07:10:07.546427,cohort2
69JJjFDEWYw,95384,805,2,2026-05-14 07:10:07.546427,cohort2
chlx1pZseTs,190073,3697,21,2026-05-14 07:10:07.546427,cohort2
ImGnYf_QxSg,220645,4070,2,2026-05-14 07:10:07.546427,cohort2
fwhaVyv9e7Y,211275,0,8,2026-05-14 07:10:07.546427,cohort2
tZz0NH8DD40,106968,860,0,2026-05-14 07:10:07.546427,cohort2
NPiiQAy32Dg,144538,4466,63,2026-05-14 07:10:07.546427,cohort2
nMHsbiPCYwY,333823,14639,141,2026-05-14 07:10:07.546427,cohort2
_y3WWm9pGrg,78514,7347,24,2026-05-14 07:10:07.546427,cohort2
cH8KWOZ5C78,126129,1604,15,2026-05-14 07:10:07.546427,cohort2
S-yGyPIaqCg,227758,4333,76,2026-05-14 07:10:07.546427,cohort2
ZKVhR0bmOHI,70860,1151,5,2026-05-14 07:10:07.546427,cohort2
tNLBn5c338U,267623,7134,58,2026-05-14 07:10:07.546427,cohort2
ovLhD4kAFpM,76224,1595,47,2026-05-14 07:10:07.546427,cohort2
FIjlwByE538,102155,3410,60,2026-05-14 07:10:07.546427,cohort2
_k-Gjv1bUmM,66625,2156,56,2026-05-14 07:10:07.546427,cohort2
cboM6w8VVoM,44017,5524,132,2026-05-14 07:10:07.546427,cohort2
3fZF_dlmebs,92102,829,18,2026-05-14 07:10:07.546427,cohort2
CGRqm8B47ks,38226,0,0,2026-05-14 07:10:07.546427,cohort2
Ym1XI1aoJVU,51780,0,34,2026-05-14 07:10:07.546427,cohort2
vHbJ1pF4JqM,44700,1201,0,2026-05-14 07:10:07.546427,cohort2
QYxPWJoDbFA,43036,1205,6,2026-05-14 07:10:07.546427,cohort2
bCvpqc-nApg,374267,0,51,2026-05-14 07:10:07.546427,cohort2
IpGaVpNzIDI,31163,515,5,2026-05-14 07:10:07.546427,cohort2
1GS-2DzPA_o,51705,530,2,2026-05-14 07:10:07.546427,cohort2
n0Cn9U7U4N8,45727,0,8,2026-05-14 07:10:07.546427,cohort2
